SP,GD,NUM_MUT,DROPPED_PAIRS,SEQS
Vireo_flavifrons,0.001955034,2,0,2
Vireo_gilvus,0.017094017,28,8,5
Vireo_griseus,,0,2,2
Vireo_olivaceus,0.016102733,57,30,8
Vireo_plumbeus,0.001826978,284,0,17
Vireo_solitarius,0.002877293,89,32,10
Vireolanius_leucotis,0.061682243,66,4,3
Volatinia_jacarina,0.010426085,259,48,11
Vultur_gryphus,0,0,0,4
Willisornis_poecilinotus,0.015095746,22556,1368,69
Wilsonia_canadensis,0.005845651,20,0,3
Wilsonia_citrina,0.001754386,2,0,2
Wilsonia_pusilla,0.022991709,3847,132,35
Woodfordia_superciliosa,0.003278689,1,0,2
Xanthopsar_flavus,0,0,0,2
Xanthotis_flaviventer,,0,2,2
Xema_sabini,0.016614746,16,4,3
Xenicus_gilviventris,0.018130311,117,0,4
Xenoligea_montana,0.005267779,6,0,2
Xenopipo_atronitens,0.010228311,56,0,6
Xenops_milleri,0.025358692,76,0,3
Xenops_minutus,0.055272694,1163693,3050,215
Xenops_rutilans,0.003134769,32,0,5
Xenus_cinereus,0.003648395,10,0,3
Xiphirhynchus_superciliaris,0.008869609,381,0,10
Xiphocolaptes_major,0,0,4,3
Xiphocolaptes_promeropirhynchus,0.052504107,524,0,5
Xipholena_punicea,,0,2,2
Xiphorhynchus_elegans,0.012372121,13815,0,48
Xiphorhynchus_erythropygius,0.011103661,227,0,7
Xiphorhynchus_flavigaster,0.018140072,51,0,3
Xiphorhynchus_fuscus,0.01575777,9474,214,38
Xiphorhynchus_guttatus,0.005309945,1985,0,33
Xiphorhynchus_lachrymosus,0.004004004,4,0,2
Xiphorhynchus_obsoletus,0.001071789,500,62,32
Xiphorhynchus_ocellatus,0.028444292,3343,0,16
Xiphorhynchus_pardalotus,0.002124656,93,0,10
Xiphorhynchus_spixii,0.005040713,1999,58,30
Xiphorhynchus_susurrans,0.006922191,4794,0,38
Xiphorhynchus_triangularis,0.031441223,93,0,3
Yuhina_brunneiceps,0.001275129,4,6,4
Yuhina_castaniceps,0.021746626,117,8,5
Yuhina_diademata,0.002187227,15,8,5
Yuhina_everetti,0.003278689,1,4,3
Yuhina_flavicollis,0.004028124,107,12,9
Yuhina_gularis,0.002536017,7,0,3
Yuhina_nigrimenta,0.034472685,118,6,4
Yuhina_occipitalis,0.005423942,30,0,4
Zaratornis_stresemanni,0.00555929,15,0,3
Zeledonia_coronata,0.009569378,10,0,2
Zenaida_asiatica,0.00099108,1,0,2
Zenaida_auriculata,0.007020905,22,0,3
Zenaida_aurita,0,0,0,2
Zenaida_galapagoensis,0,0,0,2
Zenaida_macroura,0.000486759,2,48,8
Zonotrichia_albicollis,0.004708245,15,16,6
Zonotrichia_atricapilla,0.001309873,44,26,14
Zonotrichia_capensis,0.022204658,79,12,5
Zonotrichia_leucophrys,0.000222013,24,88,24
Zoothera_andromedae,0,0,0,2
Zoothera_camaronensis,0.011470282,11,0,2
Zoothera_citrina,0.033335507,846,0,8
Zoothera_crossleyi,0.014616322,12,0,2
Zoothera_dauma,0.017313047,1718,0,15
Zoothera_dixoni,0.039415083,236,0,4
Zoothera_erythronota,0.001011122,1,0,2
Zoothera_gurneyi,0.016058849,40,0,3
Zoothera_heinei,0.003006012,3,0,2
Zoothera_lunulata,0.042417956,115,0,3
Zoothera_marginata,0.009018036,9,0,2
Zoothera_mollissima,0.023393055,3478,34,19
Zoothera_naevia,0.002629335,8,0,3
Zoothera_princei,0.000806452,3,0,4
Zoothera_schistacea,0.011022044,11,0,2
Zoothera_sibirica,0.000334672,1,0,3
Zoothera_talaseae,0.003006012,3,0,2
Zosterops_abyssinicus,0.001534426,294,38,20
Zosterops_atricapilla,0.003311258,1,4,3
Zosterops_borbonicus,0,0,6,4
Zosterops_chloronothus,0.003215434,1,0,2
Zosterops_erythropleurus,0.00210101,26,20,7
Zosterops_explorator,0.003278689,1,0,2
Zosterops_ficedulinus,0.003448276,1,0,2
Zosterops_flavifrons,0.014631339,2983,0,37
Zosterops_griseovirescens,0.003448276,1,0,2
Zosterops_inornatus,0,0,0,3
Zosterops_japonicus,0.000862262,38,54,12
Zosterops_lateralis,0.006180408,1048,68,35
Zosterops_luteus,0.001873536,12,0,7
Zosterops_maderaspatanus,0.010465386,356,90,18
Zosterops_mayottensis,0.003218892,3,0,3
Zosterops_minutus,0,0,0,2
Zosterops_modestus,0,0,0,2
Zosterops_montanus,0,0,0,2
Zosterops_mouroniensis,0,0,0,3
Zosterops_nigrorum,0.021393514,75,12,5
Zosterops_olivaceus,0,0,0,2
Zosterops_pallidus,0.004287245,8,8,5
Zosterops_palpebrosus,0.010874717,1706,412,28
Zosterops_poliogastrus,0.008424984,613,24,13
Zosterops_rennellianus,0,0,0,2
Zosterops_senegalensis,0.018670189,5057,306,31
Zosterops_xanthochroa,0.000596125,10,0,11
